transaction_id,merchant_id,merchant_type,timestamp,hour,day_of_week,amount,location,device_id,is_new_device,transaction_count_1h,transaction_count_24h,amount_vs_avg_ratio,location_mismatch,is_fraud,fraud_type
TXN522253,UKM001,food,2025-04-10 09:12:00,9,3,89358.79,Surabaya,DEV_0008,0,5,38,0.748923788861116,0,0,none
TXN536577,UKM002,retail,2025-10-07 01:33:00,1,1,18328.28,Solo,DEV_0035,0,3,40,1.6126533731604193,0,0,none
TXN914143,UKM005,beauty,2025-08-24 03:48:00,3,6,22429.36,Jakarta,DEV_0041,0,7,15,1.0741256967062216,0,0,none
TXN358578,UKM005,beauty,2025-08-17 21:31:00,21,6,195228.73,Jakarta,DEV_0026,0,4,14,1.1177643445712218,0,0,none
TXN915437,UKM001,food,2025-11-20 19:24:00,19,3,171059.09,Surabaya,DEV_0008,0,1,36,0.9046854709731298,0,0,none
TXN158198,UKM005,beauty,2025-11-29 22:51:00,22,5,18657.85,Jakarta,DEV_0041,0,7,33,1.4060305188723252,0,0,none
TXN986530,UKM004,grocery,2025-08-11 18:31:00,18,0,345707.99,Medan,DEV_0042,0,6,31,0.8745253254160507,0,0,none
TXN422266,UKM001,food,2025-11-20 01:57:00,1,3,113399.62,Surabaya,DEV_0041,0,8,15,1.0731859593725501,0,0,none
TXN427110,UKM001,food,2025-02-25 18:01:00,18,1,497844.13,Surabaya,DEV_0016,0,7,30,1.1541357852736627,0,0,none
TXN254019,UKM003,service,2025-11-06 02:56:00,2,3,61517.84,Bandung,DEV_0043,0,5,21,1.098604704848945,0,0,none
TXN154738,UKM001,food,2025-12-13 01:35:00,1,5,452846.85,Surabaya,DEV_0002,0,7,30,1.487787674608619,0,0,none
TXN342669,UKM001,food,2025-06-06 22:40:00,22,4,94549.25,Surabaya,DEV_0008,0,6,32,0.7053089258868057,0,0,none
TXN532929,UKM003,service,2025-06-03 04:37:00,4,1,474891.8,Bandung,DEV_0001,0,1,13,1.1005481699605353,0,0,none
TXN585964,UKM001,food,2025-09-10 17:47:00,17,2,585686.6,Surabaya,DEV_0008,0,1,5,0.5490759094720546,0,0,none
TXN732052,UKM004,grocery,2025-04-10 19:00:00,19,3,316024.04,Medan,DEV_0030,0,1,8,0.72932853918557,0,0,none
TXN852293,UKM001,food,2025-11-26 10:24:00,10,2,840590.35,Surabaya,DEV_0018,0,7,19,0.69365126273191,0,0,none
TXN450533,UKM001,food,2025-04-18 13:16:00,13,4,98501.64,Surabaya,DEV_0016,0,8,7,1.626861616508432,0,0,none
TXN454462,UKM004,grocery,2025-01-21 14:41:00,14,1,154184.61,Medan,DEV_0030,0,5,8,0.6087990466490086,0,0,none
TXN962950,UKM005,beauty,2025-09-20 06:57:00,6,5,64941.23,Jakarta,DEV_0026,0,4,27,1.3879444225063815,0,0,none
TXN547949,UKM005,beauty,2025-01-11 12:57:00,12,5,312924.95,Jakarta,DEV_0026,0,8,37,0.7549415499355125,0,0,none
TXN429739,UKM004,grocery,2025-09-11 13:38:00,13,3,561985.23,Medan,DEV_0013,0,8,15,1.0869009436414423,0,0,none
TXN623456,UKM004,grocery,2025-01-27 17:44:00,17,0,180100.94,Medan,DEV_0048,0,3,9,0.8162347292937815,0,0,none
TXN703104,UKM005,beauty,2025-12-08 09:48:00,9,0,1229392.05,Jakarta,DEV_0041,0,4,9,1.281041703139918,0,0,none
TXN273740,UKM005,beauty,2025-08-22 00:19:00,0,4,37988.19,Jakarta,DEV_0041,0,5,29,1.298735053047247,0,0,none
TXN886897,UKM001,food,2025-09-27 04:46:00,4,5,239119.89,Surabaya,DEV_0041,0,2,29,0.830815753582527,0,0,none
TXN961082,UKM003,service,2025-05-18 06:21:00,6,6,168892.23,Bandung,DEV_0009,0,6,15,1.223807185894845,0,0,none
TXN380670,UKM002,retail,2025-02-14 13:46:00,13,4,94702.25,Solo,DEV_0026,0,2,26,1.1671412855210446,0,0,none
TXN998855,UKM002,retail,2025-04-17 13:08:00,13,3,130670.22,Solo,DEV_0031,0,2,21,1.1235858997185428,0,0,none
TXN160045,UKM001,food,2025-11-10 09:20:00,9,0,142763.46,Surabaya,DEV_0041,0,6,19,1.0533250318804095,0,0,none
TXN488162,UKM001,food,2025-11-22 11:10:00,11,5,79586.73,Surabaya,DEV_0002,0,4,22,1.094274199778582,0,0,none
TXN799382,UKM004,grocery,2025-11-28 19:06:00,19,4,1749285.77,Medan,DEV_0004,0,8,40,1.88357388698053,0,0,none
TXN593394,UKM004,grocery,2025-08-22 10:42:00,10,4,90448.71,Medan,DEV_0048,0,4,36,1.3919662203203502,0,0,none
TXN367825,UKM003,service,2025-04-13 22:46:00,22,6,104050.43,Bandung,DEV_0043,0,6,30,1.4988794341569514,0,0,none
TXN155015,UKM005,beauty,2025-06-01 17:42:00,17,6,285395.3,Jakarta,DEV_0015,0,5,29,0.7548713624079304,0,0,none
TXN155795,UKM004,grocery,2025-08-23 11:25:00,11,5,50862.85,Medan,DEV_0042,0,7,23,0.9980997578604233,0,0,none
TXN827250,UKM001,food,2025-03-31 22:35:00,22,0,81200.34,Surabaya,DEV_0016,0,6,19,1.2892261504865072,0,0,none
TXN294091,UKM005,beauty,2025-12-06 20:27:00,20,5,230537.48,Jakarta,DEV_0030,0,2,8,1.2324743664741962,0,0,none
TXN287356,UKM001,food,2025-06-02 00:57:00,0,0,52897.83,Surabaya,DEV_0016,0,1,12,1.3245954427749826,0,0,none
TXN899058,UKM005,beauty,2025-02-24 09:23:00,9,0,227987.31,Jakarta,DEV_0041,0,3,28,0.9854512415353521,0,0,none
TXN578239,UKM003,service,2025-11-07 16:04:00,16,4,70873.6,Bandung,DEV_0031,0,6,28,1.513813423382882,0,0,none
TXN288678,UKM001,food,2025-04-03 19:44:00,19,3,171650.74,Surabaya,DEV_0041,0,8,25,1.1311939561116882,0,0,none
TXN490152,UKM004,grocery,2025-10-14 20:41:00,20,1,1142707.38,Medan,DEV_0013,0,8,35,0.8930372714071643,0,0,none
TXN913410,UKM005,beauty,2025-06-03 11:05:00,11,1,307737.65,Jakarta,DEV_0030,0,3,22,0.6330078856640489,0,0,none
TXN861255,UKM002,retail,2025-11-13 21:18:00,21,3,388024.22,Solo,DEV_0039,0,5,31,1.1571881536230204,0,0,none
TXN584737,UKM003,service,2025-02-01 04:49:00,4,5,88707.33,Bandung,DEV_0001,0,3,15,0.7669917841083569,0,0,none
TXN729236,UKM002,retail,2025-04-06 14:47:00,14,6,26318.91,Solo,DEV_0026,0,8,25,0.9551915513051077,0,0,none
TXN941081,UKM005,beauty,2025-07-31 07:50:00,7,3,49668.74,Jakarta,DEV_0047,0,8,14,1.5086547457749568,0,0,none
TXN826959,UKM001,food,2025-06-13 14:56:00,14,4,182626.59,Surabaya,DEV_0008,0,6,15,1.5385634067736966,0,0,none
TXN527417,UKM004,grocery,2025-05-06 06:16:00,6,1,63248.54,Medan,DEV_0042,0,2,38,1.155163064847688,0,0,none
TXN516684,UKM005,beauty,2025-12-07 00:27:00,0,6,49767.59,Jakarta,DEV_0041,0,5,32,0.7135870498921233,0,0,none
TXN574932,UKM004,grocery,2025-12-01 17:27:00,17,0,38730.39,Medan,DEV_0030,0,1,35,1.0208434348663236,0,0,none
TXN773990,UKM005,beauty,2025-07-20 22:25:00,22,6,88964.16,Jakarta,DEV_0041,0,7,5,1.0125043621650727,0,0,none
TXN656553,UKM003,service,2025-07-23 04:42:00,4,2,302028.13,Bandung,DEV_0043,0,4,31,1.3573519134820287,0,0,none
TXN868169,UKM005,beauty,2025-08-01 17:41:00,17,4,311553.12,Jakarta,DEV_0026,0,8,22,1.029007210866046,0,0,none
TXN581684,UKM004,grocery,2025-04-22 06:23:00,6,1,89301.24,Medan,DEV_0042,0,5,22,0.873398230987276,0,0,none
TXN814384,UKM003,service,2025-01-04 03:07:00,3,5,43301.01,Bandung,DEV_0006,0,5,11,1.7337308707341053,0,0,none
TXN758894,UKM001,food,2025-09-08 15:14:00,15,0,84414.06,Surabaya,DEV_0008,0,1,11,0.7128547255314872,0,0,none
TXN559393,UKM004,grocery,2025-06-12 03:25:00,3,3,35938.76,Medan,DEV_0048,0,2,32,0.854461017370039,0,0,none
TXN217446,UKM005,beauty,2025-01-21 15:07:00,15,1,1081061.17,Jakarta,DEV_0030,0,6,9,1.482423140636064,0,0,none
TXN431862,UKM001,food,2025-08-07 19:54:00,19,3,24955.27,Surabaya,DEV_0002,0,6,13,1.22437307683526,0,0,none
TXN164988,UKM004,grocery,2025-01-03 08:27:00,8,4,207439.9,Medan,DEV_0030,0,6,31,1.1653379812260867,0,0,none
TXN115474,UKM001,food,2025-11-30 17:53:00,17,6,257045.59,Surabaya,DEV_0041,0,4,15,1.4693930967442017,0,0,none
TXN773621,UKM004,grocery,2025-08-16 16:11:00,16,5,57110.4,Medan,DEV_0004,0,4,33,1.2204434030531253,0,0,none
TXN751921,UKM004,grocery,2025-04-21 14:22:00,14,0,224596.39,Medan,DEV_0048,0,7,39,1.305338790710788,0,0,none
TXN215193,UKM003,service,2025-10-01 10:54:00,10,2,191245.13,Bandung,DEV_0001,0,1,31,1.315232287141634,0,0,none
TXN690296,UKM004,grocery,2025-01-31 22:16:00,22,4,59673.32,Medan,DEV_0013,0,7,35,0.5680884110145894,0,0,none
TXN955597,UKM004,grocery,2025-02-12 22:15:00,22,2,101045.03,Medan,DEV_0048,0,1,34,0.69253153018574,0,0,none
TXN415128,UKM005,beauty,2025-05-18 08:48:00,8,6,380425.42,Jakarta,DEV_0041,0,4,10,0.8048374011875291,0,0,none
TXN261461,UKM005,beauty,2025-03-10 01:43:00,1,0,138644.46,Jakarta,DEV_0015,0,4,5,0.9035236946722879,0,0,none
TXN831943,UKM004,grocery,2025-08-14 10:25:00,10,3,244387.5,Medan,DEV_0004,0,5,19,1.2831104903199524,0,0,none
TXN924205,UKM003,service,2025-09-23 03:25:00,3,1,95604.03,Bandung,DEV_0006,0,2,40,1.4599037626747549,0,0,none
TXN121053,UKM001,food,2025-02-07 01:18:00,1,4,367181.71,Surabaya,DEV_0002,0,5,11,1.3029451268027903,0,0,none
TXN398842,UKM005,beauty,2025-11-03 03:22:00,3,0,190414.95,Jakarta,DEV_0015,0,7,40,1.1664601720643464,0,0,none
TXN401637,UKM003,service,2025-06-05 04:40:00,4,3,188215.17,Bandung,DEV_0009,0,1,35,0.1170575303584801,0,0,none
TXN847665,UKM004,grocery,2025-01-07 01:36:00,1,1,69767.39,Medan,DEV_0048,0,2,25,1.0586921584936948,0,0,none
TXN758439,UKM003,service,2025-06-22 18:53:00,18,6,303199.41,Bandung,DEV_0043,0,1,13,1.0919042601796067,0,0,none
TXN544167,UKM002,retail,2025-01-08 09:20:00,9,2,247178.05,Solo,DEV_0023,0,8,33,1.0086326692242995,0,0,none
TXN619855,UKM003,service,2025-11-21 22:08:00,22,4,153982.42,Bandung,DEV_0001,0,1,26,1.6162277324307925,0,0,none
TXN912091,UKM005,beauty,2025-12-21 18:19:00,18,6,35481376.36,Jakarta,DEV_0030,0,2,24,18.586624798419045,0,1,unusual_amount
TXN964881,UKM004,grocery,2025-03-07 00:45:00,0,4,155110.23,Medan,DEV_0042,0,8,21,0.8533600604947206,0,0,none
TXN821673,UKM001,food,2025-07-08 17:00:00,17,1,645419.84,Surabaya,DEV_0041,0,5,7,1.177126618375439,0,0,none
TXN251506,UKM005,beauty,2025-02-05 01:03:00,1,2,53413.39,Jakarta,DEV_0026,0,6,38,1.433690513997426,0,0,none
TXN830609,UKM003,service,2025-04-16 12:59:00,12,2,554867.93,Bandung,DEV_0006,0,2,11,1.1417919288970035,0,0,none
TXN739668,UKM002,retail,2025-03-05 17:47:00,17,2,92522.27,Solo,DEV_0035,0,3,9,1.2315388531706983,0,0,none
TXN279581,UKM001,food,2025-06-24 09:32:00,9,1,65466.02,Surabaya,DEV_0041,0,5,28,0.7314790473170186,0,0,none
TXN329082,UKM002,retail,2025-04-24 23:13:00,23,3,63415.16,Solo,DEV_0023,0,2,7,0.9238144880808294,0,0,none
TXN106594,UKM002,retail,2025-02-05 15:53:00,15,2,160495.0,Solo,DEV_0035,0,5,24,0.9968604612841812,0,0,none
TXN344925,UKM005,beauty,2025-09-12 19:33:00,19,4,172720.11,Jakarta,DEV_0041,0,8,34,1.3368908114757208,0,0,none
TXN436655,UKM003,service,2025-12-15 15:35:00,15,0,170908.93,Bandung,DEV_0001,0,2,34,1.0783553623838886,0,0,none
TXN554779,UKM001,food,2025-02-15 04:39:00,4,5,260531.27,Surabaya,DEV_0018,0,7,32,1.0425150740919715,0,0,none
TXN690341,UKM001,food,2025-01-05 14:39:00,14,6,167622.59,Surabaya,DEV_0041,0,2,39,0.5609455155603644,0,0,none
TXN503151,UKM002,retail,2025-08-15 04:47:00,4,4,67954.45,Solo,DEV_0031,0,7,6,0.5551046704052746,0,0,none
TXN343974,UKM001,food,2025-03-31 04:55:00,4,0,13018119.23,Makassar,DEV_0188,1,1,16,0.9567136172089781,1,1,account_takeover
TXN409636,UKM002,retail,2025-05-06 08:21:00,8,1,129447.83,Solo,DEV_0035,0,6,33,0.8786914021929931,0,0,none
TXN326667,UKM003,service,2025-05-02 22:35:00,22,4,92749.89,Bandung,DEV_0031,0,1,32,1.1648722948193333,0,0,none
TXN393975,UKM002,retail,2025-08-09 06:57:00,6,5,228369.43,Solo,DEV_0039,0,2,16,0.9756798683693748,0,0,none
TXN820147,UKM002,retail,2025-04-17 05:07:00,5,3,77009.74,Solo,DEV_0035,0,7,34,0.5356595331072906,0,0,none
TXN395391,UKM005,beauty,2025-10-25 21:46:00,21,5,242369.09,Jakarta,DEV_0026,0,7,13,1.1983556424448014,0,0,none
TXN472149,UKM005,beauty,2025-11-28 22:44:00,22,4,79285.14,Jakarta,DEV_0030,0,1,6,0.8772946456555182,0,0,none
TXN397252,UKM001,food,2025-01-25 09:56:00,9,5,2799605.07,Surabaya,DEV_0008,0,3,36,0.848275988721419,0,0,none
TXN689741,UKM003,service,2025-05-22 18:56:00,18,3,22610.56,Bandung,DEV_0009,0,2,38,0.7599474104007689,0,0,none
TXN525957,UKM005,beauty,2025-02-07 05:58:00,5,4,121676.8,Jakarta,DEV_0026,0,6,23,0.8756451347597048,0,0,none
TXN854423,UKM002,retail,2025-02-26 10:13:00,10,2,263163.89,Solo,DEV_0039,0,6,21,1.3470501343110968,0,0,none
TXN294034,UKM004,grocery,2025-06-18 10:59:00,10,2,52468.68,Medan,DEV_0042,0,8,28,0.9361420351730898,0,0,none
TXN593357,UKM002,retail,2025-01-14 10:01:00,10,1,1428045.82,Solo,DEV_0026,0,3,31,1.2518047342694807,0,0,none
TXN108467,UKM004,grocery,2025-08-09 10:57:00,10,5,26400.9,Medan,DEV_0030,0,5,33,0.901060522886248,0,0,none
TXN327538,UKM001,food,2025-10-24 00:33:00,0,4,230486.85,Surabaya,DEV_0008,0,5,15,1.1851017848730092,0,0,none
TXN871197,UKM005,beauty,2025-05-05 23:34:00,23,0,47927.13,Jakarta,DEV_0041,0,8,5,0.48432701319133564,0,0,none
TXN279298,UKM002,retail,2025-10-17 05:05:00,5,4,51648.69,Solo,DEV_0031,0,7,24,1.0563401014127567,0,0,none
TXN992351,UKM002,retail,2025-06-20 00:08:00,0,4,196973.13,Solo,DEV_0026,0,1,7,1.0514407952771172,0,0,none
TXN731182,UKM002,retail,2025-04-29 02:51:00,2,1,59338.94,Solo,DEV_0039,0,3,33,0.8304818579346422,0,0,none
TXN229315,UKM004,grocery,2025-10-09 22:41:00,22,3,115005.93,Medan,DEV_0042,0,1,11,1.0321435989212704,0,0,none
TXN395307,UKM001,food,2025-11-24 06:44:00,6,0,36914.52,Surabaya,DEV_0002,0,2,24,1.1490097669709565,0,0,none
TXN382863,UKM005,beauty,2025-09-10 10:02:00,10,2,1019251.28,Jakarta,DEV_0026,0,1,30,1.25707158115153,0,0,none
TXN669868,UKM001,food,2025-01-19 17:16:00,17,6,351379.34,Surabaya,DEV_0016,0,8,14,1.2797772495619268,0,0,none
TXN706036,UKM004,grocery,2025-06-13 20:38:00,20,4,1638430.35,Medan,DEV_0048,0,5,19,0.8773982962881876,0,0,none
TXN834450,UKM002,retail,2025-01-21 12:14:00,12,1,278332.49,Solo,DEV_0035,0,3,10,0.730824098151623,0,0,none
TXN514632,UKM003,service,2025-05-17 09:47:00,9,5,393395.21,Bandung,DEV_0009,0,8,40,0.9937236887850769,0,0,none
TXN829740,UKM005,beauty,2025-12-04 02:38:00,2,3,22012.21,Jakarta,DEV_0047,0,1,14,1.4560833966648499,0,0,none
TXN234513,UKM003,service,2025-10-06 14:10:00,14,0,381018.27,Bandung,DEV_0043,0,3,22,1.034453527083326,0,0,none
TXN201014,UKM005,beauty,2025-06-13 01:49:00,1,4,134999.72,Jakarta,DEV_0041,0,4,16,0.8036190937213037,0,0,none
TXN804181,UKM001,food,2025-11-16 16:29:00,16,6,351642.22,Surabaya,DEV_0016,0,3,6,0.8891419213499925,0,0,none
TXN974735,UKM003,service,2025-11-06 06:30:00,6,3,23991.97,Bandung,DEV_0009,0,7,19,0.9097976918668952,0,0,none
TXN428345,UKM004,grocery,2025-03-22 00:08:00,0,5,511584.81,Medan,DEV_0030,0,5,15,0.8587450509633149,0,0,none
TXN679678,UKM002,retail,2025-02-17 19:44:00,19,0,45954.75,Solo,DEV_0026,0,5,10,0.6211690672904309,0,0,none
TXN916902,UKM002,retail,2025-04-02 17:07:00,17,2,129808.1,Solo,DEV_0035,0,6,16,1.273125549905671,0,0,none
TXN554907,UKM005,beauty,2025-07-16 21:01:00,21,2,72308.14,Jakarta,DEV_0015,0,3,19,1.5988456959264776,0,0,none
TXN147273,UKM004,grocery,2025-07-09 16:08:00,16,2,109462.12,Medan,DEV_0048,0,3,11,1.178802601895836,0,0,none
TXN516095,UKM002,retail,2025-09-30 01:17:00,1,1,47654.89,Solo,DEV_0035,0,5,11,1.2085495744990422,0,0,none
TXN123591,UKM004,grocery,2025-01-21 09:02:00,9,1,458103.75,Medan,DEV_0004,0,7,21,0.4597687894232092,0,0,none
TXN921234,UKM005,beauty,2025-07-19 14:27:00,14,5,406524.3,Jakarta,DEV_0047,0,1,21,1.0205181581909988,0,0,none
TXN965362,UKM003,service,2025-06-07 12:48:00,12,5,104570.68,Bandung,DEV_0043,0,3,11,1.5846889334342857,0,0,none
TXN759248,UKM005,beauty,2025-10-04 21:27:00,21,5,111362.66,Jakarta,DEV_0041,0,2,26,0.7692849677239881,0,0,none
TXN427362,UKM003,service,2025-04-16 21:07:00,21,2,325439.91,Bandung,DEV_0043,0,4,30,0.9098392044463696,0,0,none
TXN526017,UKM005,beauty,2025-04-29 06:07:00,6,1,138889.25,Jakarta,DEV_0047,0,7,30,0.794358144193474,0,0,none
TXN112610,UKM004,grocery,2025-08-27 17:42:00,17,2,378972.32,Medan,DEV_0004,0,2,20,1.5025389819070678,0,0,none
TXN444656,UKM001,food,2025-11-03 14:47:00,14,0,462411.49,Surabaya,DEV_0008,0,5,25,0.7053117897235961,0,0,none
TXN978976,UKM003,service,2025-05-08 20:57:00,20,3,107718.78,Bandung,DEV_0001,0,1,16,1.1712822981826596,0,0,none
TXN157233,UKM004,grocery,2025-03-04 12:38:00,12,1,738661.12,Medan,DEV_0030,0,7,34,0.8945995193632865,0,0,none
TXN388738,UKM005,beauty,2025-01-07 06:42:00,6,1,71280.25,Jakarta,DEV_0047,0,4,26,1.1821765053264766,0,0,none
TXN581680,UKM005,beauty,2025-06-25 05:20:00,5,2,51905.25,Jakarta,DEV_0041,0,7,39,1.825968853240962,0,0,none
TXN282822,UKM002,retail,2025-05-27 20:46:00,20,1,543305.51,Solo,DEV_0035,0,5,15,1.1859216354108606,0,0,none
TXN773045,UKM001,food,2025-12-05 08:05:00,8,4,304078.55,Surabaya,DEV_0016,0,7,16,0.9812220616301432,0,0,none
TXN472536,UKM002,retail,2025-12-30 00:59:00,0,1,110245.25,Solo,DEV_0031,0,3,31,0.43416138881469213,0,0,none
TXN770957,UKM004,grocery,2025-10-18 08:42:00,8,5,444705.41,Medan,DEV_0030,0,4,11,0.995215081906969,0,0,none
TXN248816,UKM005,beauty,2025-09-23 21:50:00,21,1,86442.14,Jakarta,DEV_0026,0,5,38,0.8887747048577058,0,0,none
TXN908447,UKM001,food,2025-04-12 14:47:00,14,5,408707.95,Surabaya,DEV_0041,0,4,35,1.146756139044299,0,0,none
TXN794395,UKM001,food,2025-04-17 17:20:00,17,3,1196967.98,Surabaya,DEV_0018,0,7,25,0.37798293027755514,0,0,none
TXN104170,UKM004,grocery,2025-09-15 05:58:00,5,0,207340.25,Medan,DEV_0042,0,6,12,0.810866442762046,0,0,none
TXN269776,UKM005,beauty,2025-08-02 16:51:00,16,5,90417.28,Jakarta,DEV_0015,0,7,28,0.7823979877555729,0,0,none
TXN630830,UKM004,grocery,2025-06-11 15:46:00,15,2,207819.59,Medan,DEV_0013,0,7,32,0.9230933071440561,0,0,none
TXN116539,UKM002,retail,2025-10-21 05:59:00,5,1,88391.77,Solo,DEV_0035,0,5,15,1.1773408353771797,0,0,none
TXN389862,UKM003,service,2025-10-03 22:29:00,22,4,51781.71,Bandung,DEV_0009,0,2,23,0.8622338806032278,0,0,none
TXN795081,UKM002,retail,2025-01-06 19:10:00,19,0,1382864.04,Solo,DEV_0031,0,7,5,0.7786789885945478,0,0,none
TXN379069,UKM002,retail,2025-01-08 03:56:00,3,2,71444.36,Solo,DEV_0039,0,7,22,1.000538461863432,0,0,none
TXN383070,UKM004,grocery,2025-08-18 17:19:00,17,0,301413.77,Medan,DEV_0013,0,4,39,1.5536199043751138,0,0,none
TXN591753,UKM003,service,2025-05-17 11:39:00,11,5,506439.38,Bandung,DEV_0009,0,6,28,1.4068320142630975,0,0,none
TXN189814,UKM001,food,2025-05-04 18:05:00,18,6,154389.43,Surabaya,DEV_0018,0,2,39,1.3171366678656746,0,0,none
TXN143141,UKM001,food,2025-06-30 07:37:00,7,0,70759.67,Surabaya,DEV_0018,0,6,32,0.6609791982878928,0,0,none
TXN116398,UKM001,food,2025-05-24 05:16:00,5,5,135996.59,Surabaya,DEV_0016,0,2,29,1.0393195558647546,0,0,none
TXN216895,UKM002,retail,2025-03-28 10:01:00,10,4,96047.31,Solo,DEV_0039,0,5,37,1.010669822209898,0,0,none
TXN890054,UKM005,beauty,2025-03-07 10:27:00,10,4,130557.88,Jakarta,DEV_0041,0,6,12,1.3048863828269908,0,0,none
TXN607458,UKM005,beauty,2025-11-25 13:42:00,13,1,93354.14,Jakarta,DEV_0047,0,7,9,0.7598978103892151,0,0,none
TXN867051,UKM001,food,2025-05-29 07:52:00,7,3,765334.01,Surabaya,DEV_0016,0,6,25,0.9711820300826051,0,0,none
TXN422770,UKM003,service,2025-06-07 16:00:00,16,5,107969.25,Bandung,DEV_0006,0,3,17,1.1867137355419355,0,0,none
TXN449088,UKM003,service,2025-04-27 03:29:00,3,6,73911.7,Bandung,DEV_0006,0,3,33,1.0536009325657216,0,0,none
TXN813328,UKM005,beauty,2025-04-18 20:49:00,20,4,144044.45,Jakarta,DEV_0026,0,3,9,0.8260434455610015,0,0,none
TXN888395,UKM001,food,2025-01-25 05:20:00,5,5,221008.22,Surabaya,DEV_0018,0,3,27,0.6235231995993122,0,0,none
TXN955129,UKM001,food,2025-10-26 11:22:00,11,6,111133.79,Surabaya,DEV_0002,0,4,17,0.7569242688956856,0,0,none
TXN886302,UKM003,service,2025-07-22 21:16:00,21,1,32135697.61,Bandung,DEV_0043,0,6,26,40.87254489856144,0,1,unusual_amount
TXN268258,UKM005,beauty,2025-06-19 20:20:00,20,3,1189636.93,Jakarta,DEV_0030,0,3,17,1.0959469187842197,0,0,none
TXN871587,UKM003,service,2025-08-13 11:37:00,11,2,382418.07,Bandung,DEV_0043,0,4,17,0.7961665045246752,0,0,none
TXN816036,UKM003,service,2025-01-01 00:12:00,0,2,177819.47,Bandung,DEV_0031,0,1,6,1.2777712530183154,0,0,none
TXN233373,UKM005,beauty,2025-04-13 17:44:00,17,6,201717.47,Jakarta,DEV_0026,0,3,28,0.8767428402590577,0,0,none
TXN333993,UKM003,service,2025-07-26 20:29:00,20,5,70860.52,Bandung,DEV_0006,0,8,31,0.49558693248542085,0,0,none
TXN528505,UKM004,grocery,2025-07-18 03:29:00,3,4,150088.77,Medan,DEV_0004,0,1,22,1.1816631947756748,0,0,none
TXN593993,UKM002,retail,2025-02-22 20:38:00,20,5,155692.21,Solo,DEV_0039,0,8,24,1.5178679636906898,0,0,none
TXN477382,UKM005,beauty,2025-06-29 07:37:00,7,6,20407326.84,Jakarta,DEV_0047,0,3,6,39.087155364748426,0,1,unusual_amount
TXN783999,UKM004,grocery,2025-01-11 13:54:00,13,5,55525.17,Medan,DEV_0030,0,2,20,0.3437857255071871,0,0,none
TXN288006,UKM001,food,2025-09-01 21:23:00,21,0,64302.82,Surabaya,DEV_0041,0,8,11,0.48779261272211605,0,0,none
TXN152169,UKM004,grocery,2025-09-09 15:50:00,15,1,377770.33,Medan,DEV_0042,0,5,34,0.9080813718740441,0,0,none
TXN397942,UKM003,service,2025-12-04 01:45:00,1,3,69663.47,Bandung,DEV_0001,0,4,12,0.9901376544542697,0,0,none
TXN930434,UKM002,retail,2025-10-14 22:31:00,22,1,44583.91,Solo,DEV_0039,0,1,23,1.0407773701655043,0,0,none
TXN647520,UKM003,service,2025-05-29 02:24:00,2,3,419200.52,Bandung,DEV_0009,0,7,9,1.4924285883166943,0,0,none
TXN824337,UKM003,service,2025-01-06 20:13:00,20,0,440667.73,Bandung,DEV_0043,0,2,12,1.0163835348730212,0,0,none
TXN587958,UKM003,service,2025-03-23 16:14:00,16,6,493428.97,Bandung,DEV_0001,0,4,36,1.3301178676836187,0,0,none
TXN991598,UKM005,beauty,2025-06-13 15:50:00,15,4,65267.31,Jakarta,DEV_0041,0,1,19,0.7346859353913386,0,0,none
TXN323416,UKM003,service,2025-09-22 11:29:00,11,0,638959.48,Bandung,DEV_0031,0,6,23,1.3713214317247675,0,0,none
TXN630754,UKM005,beauty,2025-01-14 18:51:00,18,1,10698392.37,Jakarta,DEV_0047,0,1,21,0.34682917933097934,0,0,none
TXN611927,UKM004,grocery,2025-10-30 15:36:00,15,3,385078.11,Medan,DEV_0004,0,7,37,1.1721303283433753,0,0,none
TXN988400,UKM003,service,2025-11-13 19:01:00,19,3,2636938.58,Bandung,DEV_0196,1,8,6,0.6477572882556657,1,1,identity_theft
TXN684195,UKM001,food,2025-07-04 22:18:00,22,4,43325.77,Surabaya,DEV_0041,0,2,25,0.5941989142469397,0,0,none
TXN128943,UKM005,beauty,2025-11-19 20:10:00,20,2,484823.3,Jakarta,DEV_0030,0,3,16,0.9023736185881507,0,0,none
TXN696035,UKM005,beauty,2025-01-26 23:20:00,23,6,31101.93,Jakarta,DEV_0041,0,5,35,0.8551597933945151,0,0,none
TXN940951,UKM002,retail,2025-02-03 01:17:00,1,0,62858.6,Solo,DEV_0026,0,2,30,0.5517886620130747,0,0,none
TXN906136,UKM005,beauty,2025-07-24 20:43:00,20,3,5552388.18,Jakarta,DEV_0170,1,6,23,1.3181679634275456,1,1,identity_theft
TXN603409,UKM005,beauty,2025-11-10 15:22:00,15,0,283942.1,Jakarta,DEV_0026,0,6,29,1.7269318391840662,0,0,none
TXN815311,UKM004,grocery,2025-08-06 07:29:00,7,2,84660.04,Medan,DEV_0042,0,6,27,0.8199387326243115,0,0,none
TXN998572,UKM002,retail,2025-11-17 23:16:00,23,0,35792.39,Solo,DEV_0039,0,8,36,0.9495222596537375,0,0,none
TXN509235,UKM004,grocery,2025-12-08 19:33:00,19,0,75310.16,Medan,DEV_0030,0,3,27,0.34564742870029674,0,0,none
TXN865492,UKM002,retail,2025-04-26 08:11:00,8,5,1532699.69,Solo,DEV_0023,0,6,34,1.0042447794897276,0,0,none
